User_ID,Age,Gender,Height_cm,Weight_kg,Steps,Calories_Burned,Workout_Type,Workout_Duration_Minutes,Heart_Rate,Sleep_Hours,Water_Intake_Liters,Date
1225,29,,143,87,13944,412,HIIT,77,152,3.3,2.4,2023-03-30 20:00:00
1824,30,male,186,76,6892,180,HIIT,28,178,5.5,2.9,2023-03-30 21:00:00
1217,58,,,101,12777,507,Strength,111,87,8.1,1.7,2023-03-30 22:00:00
1936,48,F,161,109,6945,717,,34,106,4.7,1.5,2023-03-30 23:00:00
1752,46,,142,93,8691,629,,81,52,3.8,1.7,2023-03-31 00:00:00
1505,50,Female,154,77,13548,338,Yoga,27,81,6.5,0.6,2023-03-31 01:00:00
1258,32,Male,174,63,14673,154,HIIT,60,198,6.8,1.5,2023-03-31 02:00:00
1887,43,Female,186,80,5027,435,Cardio,27,,7.7,1.1,2023-03-31 03:00:00
,34,Female,177,59,13456,543,cardio,67,194,8.3,2.1,2023-03-31 04:00:00
1516,38,F,172,68,,604,Cardio,73,117,,2.1,2023-03-31 05:00:00
,47,Male,153,71,,575,HIIT,80,133,8.9,3.2,2023-03-31 06:00:00
,55,Female,187,93,,176,Yoga,66,61,4.6,2.3,2023-03-31 07:00:00
1046,28,F,140,67,15730,276,HIIT,26,94,7,2.1,2023-03-31 08:00:00
1726,35,Male,192,77,,284,,68,129,5.5,1.3,2023-03-31 09:00:00
1688,50,male,188,85,19782,684,Strength,76,184,9.7,3.5,2023-03-31 10:00:00
1520,20,F,165,100,17411,480,cardio,95,97,6.1,0.8,2023-03-31 11:00:00
,24,,147,73,13142,778,Cardio,24,82,9.7,3.9,2023-03-31 12:00:00
,44,Male,189,75,2898,541,Yoga,104,133,8.4,2.2,2023-03-31 13:00:00
1889,21,Female,155,109,13919,157,Cardio,109,150,8,1.2,2023-03-31 14:00:00
1752,,Female,177,62,8300,762,Strength,35,96,6.4,1.7,2023-03-31 15:00:00
1572,,,149,50,3427,410,HIIT,57,134,6.1,0.6,2023-03-31 16:00:00
1890,37,,181,96,2625,348,Yoga,23,92,6.7,1.1,2023-03-31 17:00:00
1489,17,Female,176,84,11767,747,cardio,,129,5.1,1.7,2023-03-31 18:00:00
1418,20,Male,,109,19420,535,Yoga,,196,9.3,2.4,2023-03-31 19:00:00
1689,42,F,167,86,4355,621,,16,187,8.6,1,2023-03-31 20:00:00
1849,40,,151,76,15053,328,HIIT,119,71,8.6,2.9,2023-03-31 21:00:00
1061,23,,159,54,5902,599,HIIT,100,179,6,3.5,2023-03-31 22:00:00
,16,,188,53,16786,389,cardio,101,157,3.5,2.5,
1215,35,male,153,105,11266,673,cardio,64,147,,1.5,2023-04-01 00:00:00
1002,59,Male,185,55,9280,332,Strength,21,67,5.6,0.9,2023-04-01 01:00:00
1159,38,Male,174,52,15954,507,,26,177,9.1,0.6,2023-04-01 02:00:00
1738,47,Male,168,93,12996,525,Yoga,82,68,8.5,3.1,2023-04-01 03:00:00
1997,26,Male,151,68,15046,687,Strength,117,183,4,2.7,2023-04-01 04:00:00
1780,54,Male,191,77,15205,,Cardio,117,76,7.2,2.2,2023-04-01 05:00:00
1119,39,Female,157,63,5961,507,Strength,17,64,7.8,0.9,2023-04-01 06:00:00
1892,26,,183,46,1032,334,,100,187,7,1.2,2023-04-01 07:00:00
1088,44,Female,141,99,5698,437,cardio,51,198,6.6,3.4,2023-04-01 08:00:00
1328,41,male,,55,9887,211,cardio,85,172,4.6,2.2,2023-04-01 09:00:00
1579,31,,198,61,9716,656,HIIT,46,144,4.7,3.9,2023-04-01 10:00:00
1909,50,,156,86,14335,611,Yoga,29,176,8.4,4,2023-04-01 11:00:00
1356,35,male,149,105,7177,179,Yoga,10,123,3.1,3.3,2023-04-01 12:00:00
1609,18,Female,157,47,9438,180,Yoga,18,107,8.5,1.4,2023-04-01 13:00:00
1266,16,F,161,79,4926,442,Strength,33,196,6.7,1.3,2023-04-01 14:00:00
1616,16,male,158,45,16378,322,Strength,43,159,9.6,1.4,2023-04-01 15:00:00
1951,32,F,197,51,11288,763,Yoga,45,187,10,4,2023-04-01 16:00:00
1322,17,male,192,64,11154,277,HIIT,13,98,7.6,1.7,2023-04-01 17:00:00
1634,44,Female,140,87,3959,235,Cardio,38,110,5.9,3,2023-04-01 18:00:00
1987,35,F,163,50,19611,464,,96,179,6.3,3.9,2023-04-01 19:00:00
1540,21,male,175,99,2393,177,Strength,108,124,4.4,3.4,2023-04-01 20:00:00
1648,23,Female,164,65,19407,271,Yoga,25,57,3.7,2.6,2023-04-01 21:00:00
1194,44,,175,,50000,400,cardio,17,196,7.1,1.1,2023-04-01 22:00:00
1920,48,Female,170,90,7064,722,Strength,100,191,8.6,1.1,2023-04-01 23:00:00
1737,18,Female,170,79,,552,Cardio,48,71,4.8,2.2,2023-04-02 00:00:00
1331,50,,141,52,3478,592,Strength,67,66,5.9,3.8,2023-04-02 01:00:00
1169,20,Female,158,60,8929,421,Cardio,,156,6.9,3.7,2023-04-02 02:00:00
1520,42,,192,108,10173,262,Cardio,53,112,9.4,1.1,2023-04-02 03:00:00
1462,59,,151,46,12415,543,Strength,13,171,4,1.5,2023-04-02 04:00:00
,27,,149,45,9418,168,Cardio,34,75,4.7,2.6,2023-04-02 05:00:00
,35,male,170,102,18650,754,,,166,9.4,2.2,2023-04-02 06:00:00
1260,35,F,184,,3057,614,Strength,76,94,3.3,0.9,2023-04-02 07:00:00
1394,24,male,161,51,14703,340,HIIT,48,79,7.6,1.8,2023-04-02 08:00:00
,54,,162,,15383,642,cardio,33,165,7.5,3.8,2023-04-02 09:00:00
1225,19,F,191,76,14935,312,,94,198,5.7,3.8,2023-04-02 10:00:00
1983,34,F,162,89,11443,761,Cardio,15,197,6.3,2.5,2023-04-02 11:00:00
1123,53,,154,77,3941,444,Strength,106,139,9,2.7,2023-04-02 12:00:00
1974,42,F,165,93,1156,728,Cardio,81,168,,,2023-04-02 13:00:00
1037,58,F,142,77,13255,222,Strength,42,,4.6,3.1,2023-04-02 14:00:00
1327,28,male,162,72,18144,711,,57,57,6.6,0.7,2023-04-02 15:00:00
1250,28,,159,97,,458,,76,142,5.9,1.3,2023-04-02 16:00:00
1900,37,,184,88,18341,451,Strength,11,166,7,0.5,2023-04-02 17:00:00
1175,43,Male,179,99,15805,457,cardio,47,105,9.4,1.8,2023-04-02 18:00:00
1601,37,Male,196,54,17637,273,Cardio,49,184,,3.5,2023-04-02 19:00:00
1913,58,Male,178,58,18953,410,cardio,65,111,4.6,3.9,2023-04-02 20:00:00
1453,34,,195,,8505,344,,112,170,5.1,2.8,2023-04-02 21:00:00
1036,23,Male,147,78,13405,500,cardio,112,110,4.1,3.1,2023-04-02 22:00:00
1315,23,male,157,62,13837,638,cardio,97,187,9.5,1.4,2023-04-02 23:00:00
1687,57,,180,,9999,349,HIIT,30,99,5.8,,2023-04-03 00:00:00
1972,41,,145,81,10973,657,Cardio,91,197,6.1,3.1,2023-04-03 01:00:00
1795,41,,166,85,12855,729,Cardio,,77,8.6,2.2,
1964,38,F,175,69,7557,595,Strength,84,191,6.6,0.8,2023-04-03 03:00:00
1972,58,F,154,52,10071,229,Cardio,84,125,3.8,3.1,2023-04-03 04:00:00
1592,28,,176,62,6088,766,,76,57,6.1,1.3,2023-04-03 05:00:00
1113,43,Female,197,92,17384,618,cardio,69,184,7.4,0.8,2023-04-03 06:00:00
1039,24,male,144,62,17550,591,Yoga,,54,8,2.2,2023-04-03 07:00:00
1300,35,,178,62,3063,,Cardio,74,50,7.5,0.8,2023-04-03 08:00:00
1223,34,,148,100,9303,492,Yoga,72,160,3.8,2.7,2023-04-03 09:00:00
1317,,F,146,67,12631,273,,32,122,5.1,2.7,2023-04-03 10:00:00
1348,27,,180,79,2125,372,HIIT,95,155,8.1,1.4,2023-04-03 11:00:00
1114,30,,159,50,3641,639,Strength,51,59,9.2,3.9,2023-04-03 12:00:00
1697,46,Male,149,70,18813,446,Strength,103,114,3.3,3.4,
1322,29,,165,105,11235,268,Strength,73,197,3.3,0.9,2023-04-03 14:00:00
1567,26,,143,59,13794,225,HIIT,75,107,7.5,3.1,2023-04-03 15:00:00
1039,41,F,177,76,19018,770,cardio,90,51,6.8,1.7,2023-04-03 16:00:00
1865,57,male,163,56,9862,780,Yoga,50,108,4.1,3.1,2023-04-03 17:00:00
1039,42,male,153,49,4111,,Cardio,29,154,6.8,3.3,2023-04-03 18:00:00
1858,26,Male,180,108,2690,681,cardio,18,50,9.8,1,2023-04-03 19:00:00
1972,53,male,140,71,16740,780,Strength,66,80,7.4,2.8,2023-04-03 20:00:00
1748,49,male,156,89,16094,500,Strength,84,87,6.1,3.5,
1288,58,F,184,79,16875,798,cardio,26,71,8.8,1.6,2023-04-03 22:00:00
1261,34,F,163,70,10156,426,Yoga,87,50,4.5,0.8,2023-04-03 23:00:00
1215,21,Female,166,67,17664,404,cardio,91,137,5.9,0.6,2023-04-04 00:00:00
1146,,,146,,,413,HIIT,27,58,6.7,0.9,2023-04-04 01:00:00
1335,57,male,148,47,11158,178,Strength,117,159,6.5,0.5,2023-04-04 02:00:00
1167,43,Female,182,73,3808,616,Yoga,72,133,9.4,1.6,2023-04-04 03:00:00
1091,16,Male,174,108,6402,184,Cardio,81,181,,1.5,2023-04-04 04:00:00
1352,50,male,197,72,2964,443,Strength,102,112,3.4,0.9,2023-04-04 05:00:00
1570,55,male,151,80,18206,751,,81,181,9.4,2.8,2023-04-04 06:00:00
1570,23,F,160,50,10629,352,Yoga,35,182,4.5,4,2023-04-04 07:00:00
1815,22,,142,55,,217,Strength,101,187,5.7,3.7,2023-04-04 08:00:00
,26,Male,154,82,4865,280,Cardio,81,157,6.7,1.4,2023-04-04 09:00:00
1780,54,male,160,78,5294,260,Cardio,93,89,9.8,,2023-04-04 10:00:00
1362,19,Male,149,90,15171,673,,81,85,,3.8,2023-04-04 11:00:00
1556,40,Female,172,73,13965,437,cardio,87,84,6.1,3.7,2023-04-04 12:00:00
1344,27,Female,185,104,13228,192,HIIT,22,108,7.1,3.6,
,41,,198,98,,443,,113,165,,,2023-04-04 14:00:00
1169,53,male,191,53,17461,434,Yoga,26,80,8.7,1.5,2023-04-04 15:00:00
1355,27,F,145,54,3159,713,cardio,35,98,4.2,0.8,2023-04-04 16:00:00
1190,58,male,141,102,13822,776,Yoga,15,183,8.6,2.2,2023-04-04 17:00:00
1666,52,Male,168,96,4187,168,,90,155,8.9,0.7,2023-04-04 18:00:00
1421,,Female,194,78,8135,656,,13,68,7.8,4,2023-04-04 19:00:00
1699,31,Male,179,,14508,696,,98,145,,1.8,2023-04-04 20:00:00
1006,28,,172,77,1789,197,HIIT,16,79,6.1,3.9,
1132,40,Female,143,76,18947,368,,,75,7.5,3.2,2023-04-04 22:00:00
1746,19,F,198,99,2322,771,cardio,95,,8.2,1.9,2023-04-04 23:00:00
1556,26,Female,143,52,14387,337,Cardio,101,99,3.9,0.9,2023-04-05 00:00:00
1825,47,male,168,,7673,180,Yoga,59,160,4.8,1.3,2023-04-05 01:00:00
1760,22,male,176,58,18886,408,Yoga,15,145,4.4,2.9,2023-04-05 02:00:00
1030,26,Female,199,52,8116,493,Cardio,39,131,8.9,3.4,2023-04-05 03:00:00
1534,43,,199,98,19043,457,cardio,,250,7.8,3.9,2023-04-05 04:00:00
1425,56,male,159,65,10507,220,HIIT,65,71,6.2,,2023-04-05 05:00:00
1393,38,male,180,58,4062,456,Strength,48,103,8.8,1,2023-04-05 06:00:00
1671,38,F,162,46,19454,717,cardio,23,130,8,0.6,
1362,43,Female,184,105,11868,248,,63,181,,1.4,2023-04-05 08:00:00
1436,58,male,157,61,3553,170,cardio,119,86,3.5,3.4,2023-04-05 09:00:00
1669,41,,188,92,18428,769,Yoga,115,112,6.6,1.2,2023-04-05 10:00:00
1550,40,Male,164,52,10979,714,Yoga,31,100,7.9,2.4,2023-04-05 11:00:00
1926,44,Female,140,100,6957,155,HIIT,66,185,4.5,2.1,2023-04-05 12:00:00
1081,34,F,,61,12727,380,,50,50,5.3,1.6,2023-04-05 13:00:00
1355,48,male,154,56,5578,231,HIIT,99,57,5.9,2.7,2023-04-05 14:00:00
1257,51,,173,,6621,366,HIIT,19,130,8.6,2.3,2023-04-05 15:00:00
1717,29,Female,187,62,2966,484,Cardio,11,154,6.5,1.7,2023-04-05 16:00:00
1588,29,,159,70,11548,708,,76,161,6.5,2.9,2023-04-05 17:00:00
1988,50,,193,81,14864,743,Strength,57,186,6,1.5,2023-04-05 18:00:00
1523,45,F,176,85,19634,702,,51,193,4.6,2.8,2023-04-05 19:00:00
1294,43,Female,166,86,12679,608,HIIT,20,,9.5,3.9,2023-04-05 20:00:00
,32,male,161,85,15975,236,Yoga,83,94,5.2,3.1,2023-04-05 21:00:00
,18,F,190,91,15167,,Strength,21,140,7,2,2023-04-05 22:00:00
1524,,male,144,58,3014,662,cardio,23,,4,3.1,2023-04-05 23:00:00
1045,45,Male,173,45,5624,736,Cardio,39,85,6,3.3,
1666,44,,178,61,6868,627,Yoga,114,125,9.3,1.6,2023-04-06 01:00:00
1112,30,Male,142,99,15626,647,Cardio,69,99,10,3,
1232,40,,156,97,1804,598,cardio,86,148,5.5,2,2023-04-06 03:00:00
1016,53,F,163,75,18718,737,Strength,39,144,4.1,3.4,2023-04-06 04:00:00
1359,57,male,163,106,1667,409,Cardio,47,250,5.2,1.5,2023-04-06 05:00:00
1222,53,male,142,52,1384,686,,,167,5.3,3.8,2023-04-06 06:00:00
1865,38,F,184,74,12316,349,Cardio,74,149,7.5,,2023-04-06 07:00:00
1699,40,Female,146,89,4440,612,Cardio,100,117,6.5,1.7,
1447,57,Male,164,62,50000,243,cardio,56,161,8.4,2,2023-04-06 09:00:00
1855,22,Male,195,89,8726,501,Yoga,48,176,7.9,1.7,2023-04-06 10:00:00
1364,37,male,142,63,12199,257,Yoga,116,144,,1,2023-04-06 11:00:00
,32,male,154,94,6403,504,cardio,58,171,8.5,0.7,2023-04-06 12:00:00
1325,33,male,168,69,7151,618,Cardio,110,,8.9,1.6,2023-04-06 13:00:00
1466,56,F,189,82,13359,244,Cardio,82,152,7.2,2.1,2023-04-06 14:00:00
1413,25,Female,168,80,16227,240,HIIT,67,108,9.5,1.8,2023-04-06 15:00:00
1454,25,Male,149,100,11057,193,,116,95,8.5,,2023-04-06 16:00:00
1585,22,,,83,1100,,Strength,99,89,7.2,2.5,2023-04-06 17:00:00
1232,53,F,162,107,5978,533,,98,190,9.3,1,2023-04-06 18:00:00
1223,42,Male,178,51,10504,172,Yoga,26,,,1.2,2023-04-06 19:00:00
1993,48,Female,148,102,11988,172,cardio,15,154,,0.9,2023-04-06 20:00:00
1830,16,F,176,103,15531,383,Cardio,24,58,5.5,2.3,2023-04-06 21:00:00
1411,59,Male,191,92,7534,460,,76,115,9.2,0.8,2023-04-06 22:00:00
1571,49,F,179,49,17833,566,Strength,104,102,3.9,1.4,2023-04-06 23:00:00
1334,19,Male,153,80,12631,482,cardio,37,130,6.3,2.1,
1221,32,Male,143,69,12693,724,cardio,82,53,6.8,1.1,2023-04-07 01:00:00
1036,19,Female,159,89,4167,252,Cardio,53,175,,2.1,2023-04-07 02:00:00
1988,58,,167,63,,649,,27,191,7.6,1.7,2023-04-07 03:00:00
1277,41,,153,51,,632,cardio,113,154,6.5,,2023-04-07 04:00:00
1195,19,Male,183,102,12629,,Strength,41,185,4.8,3.3,2023-04-07 05:00:00
1915,16,F,173,83,4856,609,HIIT,92,146,9,4,2023-04-07 06:00:00
1863,22,Female,152,62,2075,,,,141,7.6,,2023-04-07 07:00:00
1483,45,,170,45,16755,500,,53,127,9,2.5,2023-04-07 08:00:00
1241,24,Male,172,107,11914,730,HIIT,79,250,4.9,3.8,
1323,50,Female,191,,1701,,cardio,72,119,7.5,1.9,2023-04-07 10:00:00
1730,23,Female,178,65,4348,253,Strength,85,85,,2.4,2023-04-07 11:00:00
1191,39,Female,167,74,9185,769,Cardio,67,133,5.7,1.8,2023-04-07 12:00:00
1016,34,Female,164,55,7836,657,,56,178,8.7,2.4,2023-04-07 13:00:00
1523,51,F,171,66,14304,494,cardio,115,190,3,0.8,2023-04-07 14:00:00
1917,58,,148,101,11638,,Cardio,26,189,7.2,3.2,2023-04-07 15:00:00
1400,42,,167,47,3249,536,HIIT,48,124,7.3,3.9,2023-04-07 16:00:00
1905,47,Male,197,74,,358,Yoga,68,149,6.7,0.7,2023-04-07 17:00:00
1885,29,male,170,89,10374,632,Yoga,16,194,7.4,3.3,2023-04-07 18:00:00
1704,33,,156,80,9118,622,HIIT,72,102,4.2,1.3,2023-04-07 19:00:00
1021,43,Male,192,108,3551,542,Yoga,66,116,7.8,1.2,2023-04-07 20:00:00
1473,44,Male,162,98,13550,784,,84,59,5.4,2.9,2023-04-07 21:00:00
1119,31,Female,152,94,3214,665,cardio,43,95,6.2,0.7,2023-04-07 22:00:00
1209,50,male,194,75,9534,337,cardio,62,132,5.3,2.1,2023-04-07 23:00:00
1305,46,male,149,73,18101,495,,75,166,6.3,0.5,2023-04-08 00:00:00
1269,19,F,155,103,3460,501,Strength,87,53,7.4,2.4,2023-04-08 01:00:00
1703,52,male,145,80,12928,690,cardio,91,106,8.9,2.1,2023-04-08 02:00:00
1686,32,Male,187,55,4255,747,Yoga,57,,6.4,3.7,2023-04-08 03:00:00
1284,54,male,150,55,6334,196,,69,189,5.3,3,2023-04-08 04:00:00
1715,41,male,197,70,13281,226,Cardio,52,250,6.4,0.9,2023-04-08 05:00:00
1675,54,,191,97,7830,492,Strength,82,179,7.8,1.7,2023-04-08 06:00:00
1762,56,Male,142,58,8754,340,Cardio,112,178,5.4,3.8,2023-04-08 07:00:00
1226,,male,167,108,7940,692,Yoga,13,130,5.9,3,2023-04-08 08:00:00
1947,45,male,180,54,,185,Cardio,87,74,6.9,2.6,2023-04-08 09:00:00
1380,45,Female,154,75,50000,573,Yoga,84,54,5.1,2.5,2023-04-08 10:00:00
1459,37,male,199,80,17029,500,cardio,103,97,4.5,1.9,
1006,26,male,152,54,1014,337,Strength,113,191,4,2.5,2023-04-08 12:00:00
1028,17,,181,70,12581,676,HIIT,116,101,5.5,3.2,2023-04-08 13:00:00
1906,59,Male,191,64,15157,483,Yoga,100,123,3.3,0.9,2023-04-08 14:00:00
1032,27,F,195,88,12506,632,,102,198,7.1,3.9,2023-04-08 15:00:00
1645,45,Male,184,106,9208,365,,61,148,4.2,1.3,2023-04-08 16:00:00
1878,51,Female,156,53,,307,cardio,41,116,5.6,2.1,2023-04-08 17:00:00
1078,33,Male,146,68,19333,390,,103,,4.9,0.6,2023-04-08 18:00:00
1927,41,male,167,56,9272,,Cardio,99,152,7.4,2.4,2023-04-08 19:00:00
1946,22,Female,177,104,4079,611,cardio,103,82,9,1.8,2023-04-08 20:00:00
1458,16,Male,152,60,9127,194,,60,194,,1.4,2023-04-08 21:00:00
1569,41,Female,199,73,10210,644,Cardio,,83,6.8,3.9,2023-04-08 22:00:00
1982,38,F,156,76,16014,324,Cardio,21,162,7.7,,2023-04-08 23:00:00
1537,41,Male,154,79,16646,495,Cardio,106,100,3.2,2,2023-04-09 00:00:00
1481,21,male,175,87,19208,205,,107,85,3.9,2.1,2023-04-09 01:00:00
1429,21,Female,167,97,4864,715,Cardio,91,62,3.7,0.9,2023-04-09 02:00:00
1737,59,,154,64,11661,490,Strength,48,134,3.7,1.9,2023-04-09 03:00:00
1284,23,Female,185,52,19897,257,,89,62,4.8,1.7,2023-04-09 04:00:00
1515,39,,192,86,11322,363,Cardio,,81,6.7,2.1,
1976,37,male,150,60,7710,648,Strength,77,182,3.8,3.5,
1098,,F,195,97,9516,546,HIIT,19,61,9.5,1.2,2023-04-09 07:00:00
1396,52,,170,,15386,699,Strength,101,86,9,2.6,2023-04-09 08:00:00
1488,33,,143,95,50000,646,,114,117,9.8,0.6,2023-04-09 09:00:00
1038,46,Female,174,50,16316,322,,91,155,3.3,1.6,2023-04-09 10:00:00
1270,52,male,173,77,11203,254,Cardio,82,142,9,2.2,
1886,45,,191,59,5888,701,,95,90,8.6,0.8,2023-04-09 12:00:00
1796,57,Female,166,58,12325,628,HIIT,19,105,,2.4,2023-04-09 13:00:00
1156,48,Male,149,83,10386,548,cardio,113,118,6.7,1.6,2023-04-09 14:00:00
1074,25,Female,169,107,16645,583,Strength,32,60,8.5,4,2023-04-09 15:00:00
1883,52,F,184,49,,791,cardio,,186,3.4,2.7,2023-04-09 16:00:00
1799,27,male,159,96,12267,343,HIIT,86,,3.5,1.4,2023-04-09 17:00:00
1129,45,male,,60,16419,615,Strength,97,77,3.8,0.9,2023-04-09 18:00:00
1686,42,Female,197,82,14086,490,Cardio,22,71,9.4,0.6,2023-04-09 19:00:00
1973,54,Male,192,97,3904,208,Strength,57,134,3.4,,2023-04-09 20:00:00
1083,24,F,168,97,12492,687,Cardio,118,55,3.7,2.9,2023-04-09 21:00:00
1021,36,Female,162,90,2123,627,Yoga,98,,9.5,3.5,2023-04-09 22:00:00
1458,27,Female,196,59,14430,252,Strength,53,,3.8,1,2023-04-09 23:00:00
1538,44,male,189,103,15999,682,Strength,102,63,9.1,1.9,2023-04-10 00:00:00
1706,48,F,160,,19654,741,,89,84,8.5,1.7,2023-04-10 01:00:00
1848,58,Male,187,53,9121,471,cardio,73,91,3.3,2.8,2023-04-10 02:00:00
,30,male,182,70,19642,698,HIIT,49,102,3.2,1.1,2023-04-10 03:00:00
1747,17,Female,149,47,4646,163,Cardio,15,149,6.7,3.8,2023-04-10 04:00:00
1439,54,male,180,91,14173,605,,81,199,10,3,2023-04-10 05:00:00
1603,59,male,151,49,8025,370,cardio,107,62,9.2,3.8,2023-04-10 06:00:00
1988,33,,169,106,13549,540,HIIT,91,60,5.2,1.5,2023-04-10 07:00:00
1020,18,male,190,49,15853,322,Cardio,52,189,5.7,2.6,
1302,,male,172,54,18655,230,Cardio,41,146,5.7,3.1,
1975,58,F,157,107,9989,,Cardio,58,135,,3,2023-04-10 10:00:00
1868,33,male,153,,12326,374,Yoga,83,102,5.4,0.6,2023-04-10 11:00:00
1954,59,Male,161,88,4463,184,Cardio,107,58,4,4,2023-04-10 12:00:00
1083,53,,160,69,15388,337,HIIT,96,120,8.2,3.7,2023-04-10 13:00:00
,52,F,140,74,15075,373,Cardio,28,66,6.2,0.9,
1658,48,male,188,58,,792,,93,59,3.5,2.4,2023-04-10 15:00:00
1952,59,Male,182,87,5941,,,61,172,8.5,1.6,2023-04-10 16:00:00
1452,46,Female,191,72,17010,460,Cardio,61,88,7.1,3.6,2023-04-10 17:00:00
1386,26,F,199,63,1897,670,HIIT,43,,6.4,2.9,2023-04-10 18:00:00
,19,Male,,86,9244,730,Strength,68,138,7.7,1.3,2023-04-10 19:00:00
1256,33,male,175,64,1605,689,Cardio,111,143,6.5,0.6,2023-04-10 20:00:00
1569,19,,186,55,4677,518,HIIT,90,156,7.5,1.5,
1891,49,,193,98,5547,,cardio,117,83,9.1,0.6,2023-04-10 22:00:00
1933,44,F,161,68,9652,180,HIIT,14,82,7.3,1,2023-04-10 23:00:00
1526,39,Male,171,61,18158,381,Yoga,75,61,7.6,2.7,2023-04-11 00:00:00
1161,37,Female,197,72,6256,646,cardio,50,136,7.3,3.1,
1956,17,Male,185,94,17333,715,,43,142,6.7,2.1,2023-04-11 02:00:00
1162,59,,193,99,15730,324,,63,156,4.2,2.6,2023-04-11 03:00:00
1831,21,F,172,54,6156,447,Strength,29,59,5.3,1,2023-04-11 04:00:00
1792,57,male,197,65,6773,514,,119,174,7.9,1.6,2023-04-11 05:00:00
,40,Male,180,102,11886,235,HIIT,63,68,6,3,2023-04-11 06:00:00
1523,36,,198,78,16930,726,HIIT,75,72,5.8,1.8,2023-04-11 07:00:00
1785,31,,178,87,4518,238,Cardio,101,177,8.3,1.7,2023-04-11 08:00:00
1270,46,F,162,55,7775,203,,27,134,3,1.2,2023-04-11 09:00:00
1491,29,male,182,77,6378,779,,53,156,7.8,2.6,2023-04-11 10:00:00
1207,54,Male,,,14634,510,Yoga,,148,6.4,3.3,2023-04-11 11:00:00
1538,43,Female,141,90,7673,625,Cardio,57,108,5.6,2.1,2023-04-11 12:00:00
1583,47,male,,105,7444,,,44,123,5.4,0.9,
1059,,,177,106,15176,683,HIIT,88,51,4.2,3.4,2023-04-11 14:00:00
1429,24,,194,45,10379,522,HIIT,,97,5.3,0.7,2023-04-11 15:00:00
1984,37,Female,190,65,4727,618,Cardio,,55,,2.2,2023-04-11 16:00:00
1656,47,,168,106,15225,569,Yoga,112,92,6.1,1.4,2023-04-11 17:00:00
1604,20,F,191,108,19373,681,,12,194,7.7,3.8,
1308,38,Female,185,100,16468,549,HIIT,28,176,6.2,3.1,2023-04-11 19:00:00
1519,20,,199,45,5345,333,,,128,8.6,2.5,2023-04-11 20:00:00
,57,Male,142,65,9174,711,,92,170,7.5,2.8,2023-04-11 21:00:00
1026,47,,178,66,14052,239,HIIT,27,169,4.3,2.4,2023-04-11 22:00:00
,25,F,146,98,8046,765,,103,78,4.9,1,2023-04-11 23:00:00
1561,54,male,175,48,5186,532,Yoga,112,127,3.6,3,2023-04-12 00:00:00
1198,30,male,168,109,17722,518,Yoga,92,107,9.6,2.2,
1386,22,,194,95,10853,223,,,119,9.2,2.7,2023-04-12 02:00:00
1348,44,male,176,107,6968,418,Cardio,64,58,3.6,0.7,
,18,,188,,,164,Strength,22,,7,1,2023-04-12 04:00:00
1939,34,F,197,80,16498,478,,43,171,9.7,2.6,
1692,25,male,175,73,8684,541,Yoga,97,108,8.2,2.1,2023-04-12 06:00:00
1535,43,Male,162,96,16543,583,,27,93,6.4,1.3,2023-04-12 07:00:00
,44,,184,90,9361,493,Yoga,77,114,4.7,1.3,2023-04-12 08:00:00
1377,30,male,155,73,7505,344,,109,60,5,2.7,2023-04-12 09:00:00
1898,50,F,187,91,7387,185,HIIT,81,140,,0.7,2023-04-12 10:00:00
1915,21,F,170,69,12291,354,,52,133,8.5,,2023-04-12 11:00:00
,27,Male,173,60,13806,206,Strength,74,54,6.7,2.3,2023-04-12 12:00:00
1526,53,F,189,85,3610,259,HIIT,50,163,3.8,1.6,2023-04-12 13:00:00
1152,28,F,140,109,3473,645,HIIT,47,154,9.5,3.4,2023-04-12 14:00:00
,44,male,157,64,3688,374,Yoga,109,65,8.9,0.7,2023-04-12 15:00:00
1205,34,,197,80,5804,,cardio,,56,4,3.5,2023-04-12 16:00:00
1454,18,Female,179,102,2290,213,Strength,22,,3.4,3,2023-04-12 17:00:00
1272,23,F,182,92,11227,501,HIIT,31,75,6.8,2.1,2023-04-12 18:00:00
1893,23,F,195,46,19991,,cardio,38,85,5,3.7,2023-04-12 19:00:00
1235,35,Female,195,73,19072,469,cardio,18,141,5,3,2023-04-12 20:00:00
1851,19,,154,60,,,HIIT,100,61,3.6,3.8,2023-04-12 21:00:00
1739,36,male,187,79,9197,242,Yoga,119,139,9.7,2.2,2023-04-12 22:00:00
1520,,male,188,,9714,449,Cardio,117,117,8.8,2.1,2023-04-12 23:00:00
1677,23,Female,156,48,7672,643,HIIT,77,157,3.8,2.4,2023-04-13 00:00:00
1943,38,F,183,95,17449,744,Yoga,113,153,9.1,0.7,2023-04-13 01:00:00
1955,31,F,149,77,3981,538,Strength,26,137,7.8,3.7,2023-04-13 02:00:00
1830,28,,159,68,13785,760,Yoga,46,144,5.3,2.8,2023-04-13 03:00:00
1725,18,F,145,69,15666,583,,73,175,9.1,2.7,2023-04-13 04:00:00
1500,24,male,147,72,3815,251,Strength,76,79,7.2,3.7,2023-04-13 05:00:00
1116,29,Male,184,51,6096,527,Strength,13,112,8.9,4,2023-04-13 06:00:00
1385,28,Male,173,80,14950,732,Cardio,49,,6.3,1.1,2023-04-13 07:00:00
